Week,Day Type,Borough,Route,Direction,Hour,Load Percentage,Trips with APC
09/11/2023,Weekday,Brooklyn,BM4,WB,6,0.57,7
09/11/2023,Weekday,Brooklyn,BM4,WB,7,0.31,12
09/11/2023,Weekday,Brooklyn,BM4,WB,8,0.34,9
09/11/2023,Weekday,Brooklyn,BM4,WB,9,0.25,5
09/11/2023,Weekday,Brooklyn,BM4,WB,10,0.26,5
09/11/2023,Weekday,Brooklyn,BM4,WB,11,0.16,4
09/11/2023,Weekday,Brooklyn,BM4,WB,12,0.04,3
09/11/2023,Weekday,Brooklyn,BM4,WB,13,0.07,5
09/11/2023,Weekday,Brooklyn,BM5,EB,11,0.15,2
09/11/2023,Weekday,Brooklyn,BM5,EB,12,0.16,2
09/11/2023,Weekday,Brooklyn,BM5,EB,14,0.48,5
09/11/2023,Weekday,Brooklyn,BM5,EB,15,0.71,3
09/11/2023,Weekday,Brooklyn,BM5,EB,16,0.82,6
09/11/2023,Weekday,Brooklyn,BM5,EB,17,0.63,9
09/11/2023,Weekday,Brooklyn,BM5,EB,18,0.34,3
09/11/2023,Weekday,Brooklyn,BM5,EB,19,0.48,6
09/11/2023,Weekday,Brooklyn,BM5,EB,20,0.26,2
09/11/2023,Weekday,Brooklyn,BM5,EB,21,0.22,6
09/11/2023,Weekday,Brooklyn,BM5,EB,23,0.44,1
09/11/2023,Weekday,Brooklyn,BM5,WB,5,0.76,7
09/11/2023,Weekday,Brooklyn,BM5,WB,6,0.69,13
09/11/2023,Weekday,Brooklyn,BM5,WB,7,0.68,6
09/11/2023,Weekday,Brooklyn,BM5,WB,8,0.39,6
09/11/2023,Weekday,Brooklyn,BM5,WB,9,0.35,4
09/11/2023,Weekday,Brooklyn,BM5,WB,10,0.27,2
09/11/2023,Weekday,Brooklyn,BM5,WB,11,0.25,2
09/11/2023,Weekday,Brooklyn,BM5,WB,12,0.27,5
09/11/2023,Weekday,Brooklyn,X27,NB,5,0.48,12
09/11/2023,Weekday,Brooklyn,X27,NB,6,0.45,17
09/11/2023,Weekday,Brooklyn,X27,NB,7,0.5,30
09/11/2023,Weekday,Brooklyn,X27,NB,8,0.39,25
09/11/2023,Weekday,Brooklyn,X27,NB,9,0.37,15
09/11/2023,Weekday,Brooklyn,X27,NB,10,0.35,7
09/11/2023,Weekday,Brooklyn,X27,NB,11,0.27,9
09/11/2023,Weekday,Brooklyn,X27,NB,12,0.27,6
09/11/2023,Weekday,Brooklyn,X27,NB,13,0.23,5
09/11/2023,Weekday,Brooklyn,X27,NB,14,0.34,2
09/11/2023,Weekday,Brooklyn,X27,NB,15,0.22,3
09/11/2023,Weekday,Brooklyn,X27,NB,16,0.16,4
09/11/2023,Weekday,Brooklyn,X27,NB,17,0.13,1
09/11/2023,Weekday,Brooklyn,X27,SB,0,0.28,3
09/11/2023,Weekday,Brooklyn,X27,SB,9,0.06,4
09/11/2023,Weekday,Brooklyn,X27,SB,10,0.15,3
09/11/2023,Weekday,Brooklyn,X27,SB,11,0.16,5
09/11/2023,Weekday,Brooklyn,X27,SB,12,0.32,4
09/11/2023,Weekday,Brooklyn,X27,SB,13,0.31,8
09/11/2023,Weekday,Brooklyn,X27,SB,14,0.55,8
09/11/2023,Weekday,Brooklyn,X27,SB,15,0.62,6
09/11/2023,Weekday,Brooklyn,X27,SB,16,0.64,12
09/11/2023,Weekday,Brooklyn,X27,SB,17,0.54,14
09/11/2023,Weekday,Brooklyn,X27,SB,18,0.33,24
09/11/2023,Weekday,Brooklyn,X27,SB,19,0.35,25
09/11/2023,Weekday,Brooklyn,X27,SB,20,0.36,9
09/11/2023,Weekday,Brooklyn,X27,SB,21,0.33,9
09/11/2023,Weekday,Brooklyn,X27,SB,22,0.25,6
09/11/2023,Weekday,Brooklyn,X28,NB,5,0.49,21
09/11/2023,Weekday,Brooklyn,X28,NB,6,0.63,25
09/11/2023,Weekday,Brooklyn,X28,NB,7,0.63,38
09/11/2023,Weekday,Brooklyn,X28,NB,8,0.45,20
09/11/2023,Weekday,Brooklyn,X28,NB,9,0.43,8
09/11/2023,Weekday,Brooklyn,X28,NB,10,0.3,8
09/11/2023,Weekday,Brooklyn,X28,NB,11,0.31,5
09/11/2023,Weekday,Brooklyn,X28,NB,12,0.43,2
09/11/2023,Weekday,Brooklyn,X28,NB,13,0.32,6
09/11/2023,Weekday,Brooklyn,X28,NB,14,0.29,5
09/11/2023,Weekday,Brooklyn,X28,NB,15,0.22,1
09/11/2023,Weekday,Brooklyn,X28,NB,16,0.16,5
09/11/2023,Weekday,Brooklyn,X28,NB,17,0.13,2
09/11/2023,Weekday,Brooklyn,X28,SB,9,0.09,2
09/11/2023,Weekday,Brooklyn,X28,SB,10,0.1,5
09/11/2023,Weekday,Brooklyn,X28,SB,11,0.19,4
09/11/2023,Weekday,Brooklyn,X28,SB,12,0.29,5
09/11/2023,Weekday,Brooklyn,X28,SB,13,0.35,6
09/11/2023,Weekday,Brooklyn,X28,SB,14,0.76,8
09/11/2023,Weekday,Brooklyn,X28,SB,15,0.77,10
09/11/2023,Weekday,Brooklyn,X28,SB,16,0.56,20
09/11/2023,Weekday,Brooklyn,X28,SB,17,0.53,26
09/11/2023,Weekday,Brooklyn,X28,SB,18,0.35,13
09/11/2023,Weekday,Brooklyn,X28,SB,19,0.39,9
09/11/2023,Weekday,Brooklyn,X28,SB,20,0.4,9
09/11/2023,Weekday,Brooklyn,X28,SB,21,0.35,1
09/11/2023,Weekday,Brooklyn,X28,SB,22,0.32,2
09/11/2023,Weekday,Brooklyn,X37,NB,6,0.63,13
09/11/2023,Weekday,Brooklyn,X37,NB,7,0.58,33
09/11/2023,Weekday,Brooklyn,X37,NB,8,0.42,16
09/11/2023,Weekday,Brooklyn,X37,SB,15,0.61,6
09/11/2023,Weekday,Brooklyn,X37,SB,16,0.62,13
09/11/2023,Weekday,Brooklyn,X37,SB,17,0.54,21
09/11/2023,Weekday,Brooklyn,X37,SB,18,0.41,14
09/11/2023,Weekday,Brooklyn,X37,SB,19,0.31,1
09/11/2023,Weekday,Brooklyn,X38,NB,5,0.42,4
09/11/2023,Weekday,Brooklyn,X38,NB,6,0.63,20
09/11/2023,Weekday,Brooklyn,X38,NB,7,0.55,26
09/11/2023,Weekday,Brooklyn,X38,NB,8,0.3,10
09/11/2023,Weekday,Brooklyn,X38,SB,13,0.18,1
09/11/2023,Weekday,Brooklyn,X38,SB,15,0.51,6
09/11/2023,Weekday,Brooklyn,X38,SB,16,0.63,13
09/11/2023,Weekday,Brooklyn,X38,SB,17,0.53,18
09/11/2023,Weekday,Brooklyn,X38,SB,18,0.38,15
09/11/2023,Weekday,Brooklyn,X38,SB,19,0.32,3
09/11/2023,Weekday,Queens,QM1,EB,16,0.2,2
09/11/2023,Weekday,Queens,QM1,EB,17,0.3,8
09/11/2023,Weekday,Queens,QM1,EB,18,0.33,4
09/11/2023,Weekday,Queens,QM1,WB,6,0.41,5
09/11/2023,Weekday,Queens,QM1,WB,7,0.28,7
09/11/2023,Weekday,Queens,QM1,WB,8,0.21,3
09/11/2023,Weekday,Queens,QM10,EB,16,0.23,5
09/11/2023,Weekday,Queens,QM10,EB,17,0.2,5
09/11/2023,Weekday,Queens,QM10,EB,18,0.1,3
09/11/2023,Weekday,Queens,QM10,WB,6,0.31,2
09/11/2023,Weekday,Queens,QM10,WB,7,0.44,7
09/11/2023,Weekday,Queens,QM10,WB,8,0.45,4
09/11/2023,Weekday,Queens,QM10,WB,9,0.19,7
09/11/2023,Weekday,Queens,QM10,WB,10,0.25,3
09/11/2023,Weekday,Queens,QM11,EB,8,0.02,1
09/11/2023,Weekday,Queens,QM11,EB,16,0.29,6
09/11/2023,Weekday,Queens,QM11,EB,17,0.49,3
09/11/2023,Weekday,Queens,QM11,EB,19,0.12,2
09/11/2023,Weekday,Queens,QM11,WB,6,0.76,5
09/11/2023,Weekday,Queens,QM11,WB,7,0.42,5
09/11/2023,Weekday,Queens,QM11,WB,8,0.33,10
09/11/2023,Weekday,Queens,QM11,WB,9,0.05,2
09/11/2023,Weekday,Queens,QM12,EB,15,0.18,3
09/11/2023,Weekday,Queens,QM12,EB,17,0.29,1
09/11/2023,Weekday,Queens,QM12,EB,18,0.13,4
09/11/2023,Weekday,Queens,QM12,WB,6,0.52,6
09/11/2023,Weekday,Queens,QM12,WB,7,0.45,3
09/11/2023,Weekday,Queens,QM12,WB,8,0.31,9
09/11/2023,Weekday,Queens,QM15,EB,10,0.11,4
09/11/2023,Weekday,Queens,QM15,EB,12,0.24,1
09/11/2023,Weekday,Queens,QM15,EB,14,0.47,3
09/11/2023,Weekday,Queens,QM15,EB,15,0.56,7
09/11/2023,Weekday,Queens,QM15,EB,16,0.74,8
09/11/2023,Weekday,Queens,QM15,EB,17,0.61,15
09/11/2023,Weekday,Queens,QM15,EB,18,0.28,4
09/11/2023,Weekday,Queens,QM15,EB,19,0.18,2
09/11/2023,Weekday,Queens,QM15,EB,20,0.64,2
09/11/2023,Weekday,Queens,QM15,EB,22,0.47,2
09/11/2023,Weekday,Queens,QM15,EB,23,0.4,2
09/11/2023,Weekday,Queens,QM15,WB,5,0.76,10
09/11/2023,Weekday,Queens,QM15,WB,6,0.65,12
09/11/2023,Weekday,Queens,QM15,WB,7,0.62,30
09/11/2023,Weekday,Queens,QM15,WB,8,0.69,5
09/11/2023,Weekday,Queens,QM15,WB,9,0.52,2
09/11/2023,Weekday,Queens,QM15,WB,10,0.38,1
09/11/2023,Weekday,Queens,QM15,WB,12,0.4,4
09/11/2023,Weekday,Queens,QM15,WB,13,0.34,2
09/11/2023,Weekday,Queens,QM15,WB,14,0.27,7
09/11/2023,Weekday,Queens,QM15,WB,15,0.21,3
09/11/2023,Weekday,Queens,QM15,WB,16,0.2,4
09/11/2023,Weekday,Queens,QM15,WB,17,0.04,1
09/11/2023,Weekday,Queens,QM15,WB,18,0.11,2
09/11/2023,Weekday,Queens,QM16,EB,15,0.58,3
09/11/2023,Weekday,Queens,QM16,EB,16,0.39,8
09/11/2023,Weekday,Queens,QM16,EB,17,0.37,7
09/11/2023,Weekday,Queens,QM16,WB,5,0.49,5
09/11/2023,Weekday,Queens,QM16,WB,6,0.58,11
09/11/2023,Weekday,Queens,QM16,WB,7,0.56,15
09/11/2023,Weekday,Queens,QM17,EB,15,0.38,6
09/11/2023,Weekday,Queens,QM17,EB,16,0.3,4
09/11/2023,Weekday,Queens,QM17,EB,17,0.47,7
09/11/2023,Weekday,Queens,QM17,EB,18,0.36,7
09/11/2023,Weekday,Queens,QM17,EB,19,0.35,1
09/11/2023,Weekday,Queens,QM17,WB,5,0.7,5
09/11/2023,Weekday,Queens,QM17,WB,6,0.64,8
09/11/2023,Weekday,Queens,QM17,WB,7,0.57,5
09/11/2023,Weekday,Queens,QM18,EB,16,0.38,1
09/11/2023,Weekday,Queens,QM18,EB,17,0.37,4
09/11/2023,Weekday,Queens,QM18,WB,6,0.75,1
09/11/2023,Weekday,Queens,QM18,WB,7,0.55,11
09/11/2023,Weekday,Queens,QM18,WB,8,0.19,8
09/11/2023,Weekday,Queens,QM2,EB,5,0.04,1
09/11/2023,Weekday,Queens,QM2,EB,6,0.02,1
09/11/2023,Weekday,Queens,QM2,EB,9,0.08,2
09/11/2023,Weekday,Queens,QM2,EB,10,0.04,1
09/11/2023,Weekday,Queens,QM2,EB,11,0.11,1
09/11/2023,Weekday,Queens,QM2,EB,12,0.1,4
09/11/2023,Weekday,Queens,QM2,EB,13,0.09,1
09/11/2023,Weekday,Queens,QM2,EB,14,0.31,8
09/11/2023,Weekday,Queens,QM2,EB,15,0.26,2
09/11/2023,Weekday,Queens,QM2,EB,16,0.38,6
09/11/2023,Weekday,Queens,QM2,EB,17,0.45,16
09/11/2023,Weekday,Queens,QM2,EB,18,0.33,6
09/11/2023,Weekday,Queens,QM2,EB,19,0.4,4
09/11/2023,Weekday,Queens,QM2,EB,20,0.24,4
09/11/2023,Weekday,Queens,QM2,EB,21,0.22,1
09/11/2023,Weekday,Queens,QM2,WB,6,0.52,9
09/11/2023,Weekday,Queens,QM2,WB,7,0.43,8
09/11/2023,Weekday,Queens,QM2,WB,8,0.32,3
09/11/2023,Weekday,Queens,QM2,WB,9,0.2,4
09/11/2023,Weekday,Queens,QM2,WB,10,0.22,6
09/11/2023,Weekday,Queens,QM2,WB,11,0.22,4
09/11/2023,Weekday,Queens,QM2,WB,12,0.16,5
09/11/2023,Weekday,Queens,QM2,WB,13,0.09,2
09/11/2023,Weekday,Queens,QM2,WB,14,0.12,5
09/11/2023,Weekday,Queens,QM2,WB,15,0.15,7
09/11/2023,Weekday,Queens,QM2,WB,16,0.12,3
09/11/2023,Weekday,Queens,QM2,WB,17,0.18,1
09/11/2023,Weekday,Queens,QM2,WB,18,0.13,1
09/11/2023,Weekday,Queens,QM2,WB,19,0.04,1
09/11/2023,Weekday,Queens,QM20,EB,9,0.04,2
09/11/2023,Weekday,Queens,QM20,EB,11,0.05,1
09/11/2023,Weekday,Queens,QM20,EB,12,0.13,1
09/11/2023,Weekday,Queens,QM20,EB,13,0.1,3
09/11/2023,Weekday,Queens,QM20,EB,14,0.19,4
09/11/2023,Weekday,Queens,QM20,EB,16,0.48,3
09/11/2023,Weekday,Queens,QM20,EB,17,0.5,7
09/11/2023,Weekday,Queens,QM20,EB,18,0.2,4
09/11/2023,Weekday,Queens,QM20,EB,19,0.2,4
09/11/2023,Weekday,Queens,QM20,EB,20,0.29,1
09/11/2023,Weekday,Queens,QM20,EB,22,0.2,1
09/11/2023,Weekday,Queens,QM20,WB,5,0.6,2
09/11/2023,Weekday,Queens,QM20,WB,6,0.55,8
09/11/2023,Weekday,Queens,QM20,WB,7,0.46,21
09/11/2023,Weekday,Queens,QM20,WB,8,0.36,5
09/11/2023,Weekday,Queens,QM20,WB,9,0.22,9
09/11/2023,Weekday,Queens,QM20,WB,10,0.17,7
09/11/2023,Weekday,Queens,QM20,WB,11,0.17,4
09/11/2023,Weekday,Queens,QM20,WB,12,0.19,2
09/11/2023,Weekday,Queens,QM20,WB,14,0.08,6
09/11/2023,Weekday,Queens,QM20,WB,15,0.07,1
09/11/2023,Weekday,Queens,QM20,WB,16,0.07,1
09/11/2023,Weekday,Queens,QM20,WB,17,0.05,2
09/11/2023,Weekday,Queens,QM20,WB,18,0.05,3
09/11/2023,Weekday,Queens,QM20,WB,19,0.05,1
09/11/2023,Weekday,Queens,QM20,WB,20,0.02,1
09/11/2023,Weekday,Queens,QM21,EB,16,0.17,10
09/11/2023,Weekday,Queens,QM21,EB,17,0.25,2
09/11/2023,Weekday,Queens,QM21,EB,18,0.2,7
09/11/2023,Weekday,Queens,QM21,EB,19,0.1,4
09/11/2023,Weekday,Queens,QM21,EB,21,0.1,3
09/11/2023,Weekday,Queens,QM21,WB,6,0.42,8
09/11/2023,Weekday,Queens,QM21,WB,7,0.22,6
09/11/2023,Weekday,Queens,QM21,WB,8,0.14,6
09/11/2023,Weekday,Queens,QM21,WB,9,0.14,5
09/11/2023,Weekday,Queens,QM21,WB,18,0.04,2
09/11/2023,Weekday,Queens,QM21,WB,19,0.04,1
09/11/2023,Weekday,Queens,QM21,WB,20,0.04,1
09/11/2023,Weekday,Queens,QM24,EB,16,0.28,4
09/11/2023,Weekday,Queens,QM24,EB,17,0.49,1
09/11/2023,Weekday,Queens,QM24,EB,18,0.27,11
09/11/2023,Weekday,Queens,QM24,EB,19,0.35,3
09/11/2023,Weekday,Queens,QM24,WB,6,0.57,9
09/11/2023,Weekday,Queens,QM24,WB,7,0.57,27
09/11/2023,Weekday,Queens,QM24,WB,8,0.33,9
09/11/2023,Weekday,Queens,QM25,EB,15,0.5,9
09/11/2023,Weekday,Queens,QM25,EB,16,0.32,4
09/11/2023,Weekday,Queens,QM25,EB,17,0.5,8
09/11/2023,Weekday,Queens,QM25,EB,18,0.21,8
09/11/2023,Weekday,Queens,QM25,EB,19,0.05,1
09/11/2023,Weekday,Queens,QM25,WB,6,0.46,7
09/11/2023,Weekday,Queens,QM25,WB,7,0.47,16
09/11/2023,Weekday,Queens,QM25,WB,8,0.18,6
09/11/2023,Weekday,Queens,QM3,EB,17,0.11,2
09/11/2023,Weekday,Queens,QM3,EB,18,0.18,1
09/11/2023,Weekday,Queens,QM3,WB,7,0.35,2
09/11/2023,Weekday,Queens,QM31,EB,16,0.21,3
09/11/2023,Weekday,Queens,QM31,EB,17,0.27,5
09/11/2023,Weekday,Queens,QM31,EB,18,0.16,5
09/11/2023,Weekday,Queens,QM31,WB,7,0.22,6
09/11/2023,Weekday,Queens,QM31,WB,8,0.1,5
09/11/2023,Weekday,Queens,QM32,EB,8,0.05,1
09/11/2023,Weekday,Queens,QM32,EB,9,0.02,1
09/11/2023,Weekday,Queens,QM32,EB,16,0.23,8
09/11/2023,Weekday,Queens,QM32,EB,17,0.31,5
09/11/2023,Weekday,Queens,QM32,EB,18,0.18,2
09/11/2023,Weekday,Queens,QM32,EB,19,0.15,3
09/11/2023,Weekday,Queens,QM32,WB,6,0.37,6
09/11/2023,Weekday,Queens,QM32,WB,7,0.34,14
09/11/2023,Weekday,Queens,QM32,WB,8,0.15,5
09/11/2023,Weekday,Queens,QM34,EB,16,0.38,16
09/11/2023,Weekday,Queens,QM34,EB,17,0.35,15
09/11/2023,Weekday,Queens,QM34,EB,18,0.23,9
09/11/2023,Weekday,Queens,QM34,EB,19,0.17,5
09/11/2023,Weekday,Queens,QM34,WB,6,0.44,10
09/11/2023,Weekday,Queens,QM34,WB,7,0.41,21
09/11/2023,Weekday,Queens,QM34,WB,8,0.42,5
09/11/2023,Weekday,Queens,QM35,EB,16,0.36,7
09/11/2023,Weekday,Queens,QM35,EB,17,0.18,1
09/11/2023,Weekday,Queens,QM35,EB,18,0.33,3
09/11/2023,Weekday,Queens,QM35,WB,6,0.35,12
09/11/2023,Weekday,Queens,QM35,WB,7,0.28,19
09/11/2023,Weekday,Queens,QM35,WB,8,0.2,9
09/11/2023,Weekday,Queens,QM35,WB,9,0.42,3
09/11/2023,Weekday,Queens,QM36,EB,17,0.28,10
09/11/2023,Weekday,Queens,QM36,EB,18,0.12,5
09/11/2023,Weekday,Queens,QM36,WB,6,0.38,5
09/11/2023,Weekday,Queens,QM36,WB,7,0.21,3
09/11/2023,Weekday,Queens,QM4,EB,9,0.03,5
09/11/2023,Weekday,Queens,QM4,EB,11,0.07,2
09/11/2023,Weekday,Queens,QM4,EB,12,0.12,5
09/11/2023,Weekday,Queens,QM4,EB,13,0.16,1
09/11/2023,Weekday,Queens,QM4,EB,14,0.36,1
09/11/2023,Weekday,Queens,QM4,EB,15,0.36,3
09/11/2023,Weekday,Queens,QM4,EB,18,0.27,3
09/11/2023,Weekday,Queens,QM4,EB,23,0.02,1
09/11/2023,Weekday,Queens,QM4,WB,5,0.6,5
09/11/2023,Weekday,Queens,QM4,WB,6,0.57,4
09/11/2023,Weekday,Queens,QM4,WB,7,0.47,13
09/11/2023,Weekday,Queens,QM4,WB,8,0.25,7
09/11/2023,Weekday,Queens,QM4,WB,9,0.38,3
09/11/2023,Weekday,Queens,QM4,WB,10,0.26,3
09/11/2023,Weekday,Queens,QM4,WB,11,0.25,2
09/11/2023,Weekday,Queens,QM4,WB,12,0.16,3
09/11/2023,Weekday,Queens,QM4,WB,13,0.15,3
09/11/2023,Weekday,Queens,QM4,WB,14,0.14,2
09/11/2023,Weekday,Queens,QM4,WB,21,0.04,1
09/11/2023,Weekday,Queens,QM40,EB,15,0.22,1
09/11/2023,Weekday,Queens,QM40,EB,16,0.17,9
09/11/2023,Weekday,Queens,QM40,EB,17,0.18,1
09/11/2023,Weekday,Queens,QM40,EB,18,0.16,1
09/11/2023,Weekday,Queens,QM40,EB,19,0.15,2
09/11/2023,Weekday,Queens,QM40,WB,7,0.29,4
09/11/2023,Weekday,Queens,QM40,WB,9,0.02,1
09/11/2023,Weekday,Queens,QM42,EB,17,0.25,1
09/11/2023,Weekday,Queens,QM42,EB,18,0.14,2
09/11/2023,Weekday,Queens,QM42,WB,7,0.42,8
09/11/2023,Weekday,Queens,QM42,WB,8,0.25,5
09/11/2023,Weekday,Queens,QM44,EB,16,0.26,3
09/11/2023,Weekday,Queens,QM44,EB,17,0.21,4
09/11/2023,Weekday,Queens,QM44,EB,18,0.23,4
09/11/2023,Weekday,Queens,QM44,WB,7,0.37,3
09/11/2023,Weekday,Queens,QM44,WB,8,0.1,2
09/11/2023,Weekday,Queens,QM44,WB,9,0.12,4
09/11/2023,Weekday,Queens,QM5,EB,9,0.07,3
09/11/2023,Weekday,Queens,QM5,EB,10,0.08,6
09/11/2023,Weekday,Queens,QM5,EB,11,0.13,4
09/11/2023,Weekday,Queens,QM5,EB,13,0.25,4
09/11/2023,Weekday,Queens,QM5,EB,14,0.47,3
09/11/2023,Weekday,Queens,QM5,EB,15,0.4,6
09/11/2023,Weekday,Queens,QM5,EB,16,0.49,8
09/11/2023,Weekday,Queens,QM5,EB,17,0.41,14
09/11/2023,Weekday,Queens,QM5,EB,18,0.35,4
09/11/2023,Weekday,Queens,QM5,EB,19,0.31,7
09/11/2023,Weekday,Queens,QM5,EB,20,0.32,4
09/11/2023,Weekday,Queens,QM5,EB,21,0.64,1
09/11/2023,Weekday,Queens,QM5,EB,22,0.67,1
09/11/2023,Weekday,Queens,QM5,WB,5,0.6,14
09/11/2023,Weekday,Queens,QM5,WB,6,0.52,11
09/11/2023,Weekday,Queens,QM5,WB,7,0.53,15
09/11/2023,Weekday,Queens,QM5,WB,8,0.4,11
09/11/2023,Weekday,Queens,QM5,WB,9,0.51,4
09/11/2023,Weekday,Queens,QM5,WB,10,0.33,1
09/11/2023,Weekday,Queens,QM5,WB,11,0.27,5
09/11/2023,Weekday,Queens,QM5,WB,12,0.26,8
09/11/2023,Weekday,Queens,QM5,WB,13,0.23,5
09/11/2023,Weekday,Queens,QM5,WB,14,0.36,2
09/11/2023,Weekday,Queens,QM5,WB,18,0.02,1
09/11/2023,Weekday,Queens,QM5,WB,19,0.08,3
09/11/2023,Weekday,Queens,QM5,WB,20,0.05,1
09/11/2023,Weekday,Queens,QM6,EB,9,0.09,1
09/11/2023,Weekday,Queens,QM6,EB,10,0.13,2
09/11/2023,Weekday,Queens,QM6,EB,12,0.19,4
09/11/2023,Weekday,Queens,QM6,EB,13,0.22,2
09/11/2023,Weekday,Queens,QM6,EB,15,0.51,1
09/11/2023,Weekday,Queens,QM6,EB,16,0.49,3
09/11/2023,Weekday,Queens,QM6,EB,17,0.37,3
09/11/2023,Weekday,Queens,QM6,EB,19,0.22,1
09/11/2023,Weekday,Queens,QM6,EB,20,0.47,1
09/11/2023,Weekday,Queens,QM6,EB,21,0.2,1
09/11/2023,Weekday,Queens,QM6,EB,22,0.25,3
09/11/2023,Weekday,Queens,QM6,WB,5,0.67,4
09/11/2023,Weekday,Queens,QM6,WB,6,0.59,4
09/11/2023,Weekday,Queens,QM6,WB,7,0.35,6
09/11/2023,Weekday,Queens,QM6,WB,8,0.32,4
09/11/2023,Weekday,Queens,QM6,WB,9,0.3,3
09/11/2023,Weekday,Queens,QM6,WB,10,0.22,3
09/11/2023,Weekday,Queens,QM6,WB,11,0.18,3
09/11/2023,Weekday,Queens,QM6,WB,13,0.23,5
09/11/2023,Weekday,Queens,QM6,WB,14,0.19,3
09/11/2023,Weekday,Queens,QM6,WB,19,0.09,1
09/11/2023,Weekday,Queens,QM6,WB,20,0.08,3
09/11/2023,Weekday,Queens,QM7,EB,14,0.24,4
09/11/2023,Weekday,Queens,QM7,EB,15,0.42,8
09/11/2023,Weekday,Queens,QM7,EB,16,0.4,6
09/11/2023,Weekday,Queens,QM7,EB,17,0.2,2
09/11/2023,Weekday,Queens,QM7,EB,18,0.24,7
09/11/2023,Weekday,Queens,QM7,WB,6,0.45,9
09/11/2023,Weekday,Queens,QM7,WB,7,0.32,12
09/11/2023,Weekday,Queens,QM7,WB,8,0.28,11
09/11/2023,Weekday,Queens,QM8,EB,16,0.33,4
09/11/2023,Weekday,Queens,QM8,EB,17,0.37,12
09/11/2023,Weekday,Queens,QM8,EB,18,0.44,1
09/11/2023,Weekday,Queens,QM8,WB,5,0.54,2
09/11/2023,Weekday,Queens,QM8,WB,6,0.45,15
09/11/2023,Weekday,Queens,QM8,WB,7,0.44,9
09/11/2023,Weekday,Queens,X63,EB,15,0.48,5
09/11/2023,Weekday,Queens,X63,EB,16,0.31,24
09/11/2023,Weekday,Queens,X63,EB,17,0.29,22
09/11/2023,Weekday,Queens,X63,EB,18,0.26,10
09/11/2023,Weekday,Queens,X63,EB,19,0.21,4
09/11/2023,Weekday,Queens,X63,WB,5,0.62,10
09/11/2023,Weekday,Queens,X63,WB,6,0.57,16
09/11/2023,Weekday,Queens,X63,WB,7,0.35,16
09/11/2023,Weekday,Queens,X63,WB,8,0.31,5
09/11/2023,Weekday,Queens,X64,EB,16,0.37,10
09/11/2023,Weekday,Queens,X64,EB,17,0.34,6
09/11/2023,Weekday,Queens,X64,EB,18,0.27,8
09/11/2023,Weekday,Queens,X64,WB,5,0.71,5
09/11/2023,Weekday,Queens,X64,WB,6,0.51,10
09/11/2023,Weekday,Queens,X64,WB,7,0.25,17
09/11/2023,Weekday,Queens,X64,WB,8,0.19,5
09/11/2023,Weekday,Queens,X68,EB,16,0.37,14
09/11/2023,Weekday,Queens,X68,EB,17,0.31,15
09/11/2023,Weekday,Queens,X68,EB,18,0.31,5
09/11/2023,Weekday,Queens,X68,EB,19,0.27,8
09/11/2023,Weekday,Queens,X68,WB,6,0.41,16
09/11/2023,Weekday,Queens,X68,WB,7,0.31,24
09/11/2023,Weekday,Queens,X68,WB,8,0.19,12
09/11/2023,Weekday,Queens,X68,WB,9,0.16,3
09/11/2023,Weekday,Staten Island,SIM1,NB,1,0.04,1
09/11/2023,Weekday,Staten Island,SIM1,NB,5,0.49,35
09/11/2023,Weekday,Staten Island,SIM1,NB,6,0.73,37
09/11/2023,Weekday,Staten Island,SIM1,NB,7,0.66,44
09/11/2023,Weekday,Staten Island,SIM1,NB,8,0.46,16
09/11/2023,Weekday,Staten Island,SIM1,NB,9,0.42,1
09/11/2023,Weekday,Staten Island,SIM1,NB,10,0.5,2
09/11/2023,Weekday,Staten Island,SIM1,NB,11,0.6,1
09/11/2023,Weekday,Staten Island,SIM1,NB,13,0.67,1
09/11/2023,Weekday,Staten Island,SIM1,NB,15,0.27,2
09/11/2023,Weekday,Staten Island,SIM1,NB,16,0.35,1
09/11/2023,Weekday,Staten Island,SIM1,NB,17,0.42,1
09/11/2023,Weekday,Staten Island,SIM1,SB,13,0.16,1
09/11/2023,Weekday,Staten Island,SIM1,SB,14,0.81,3
09/11/2023,Weekday,Staten Island,SIM1,SB,15,0.65,30
09/11/2023,Weekday,Staten Island,SIM1,SB,16,0.74,31
09/11/2023,Weekday,Staten Island,SIM1,SB,17,0.72,37
09/11/2023,Weekday,Staten Island,SIM1,SB,18,0.56,28
09/11/2023,Weekday,Staten Island,SIM1,SB,19,0.32,26
09/11/2023,Weekday,Staten Island,SIM1,SB,20,0.1,2
09/11/2023,Weekday,Staten Island,SIM10,NB,4,0.51,23
09/11/2023,Weekday,Staten Island,SIM10,NB,5,0.45,51
09/11/2023,Weekday,Staten Island,SIM10,NB,6,0.64,35
09/11/2023,Weekday,Staten Island,SIM10,NB,7,0.51,30
09/11/2023,Weekday,Staten Island,SIM10,NB,8,0.41,9
09/11/2023,Weekday,Staten Island,SIM10,SB,13,0.69,1
09/11/2023,Weekday,Staten Island,SIM10,SB,14,0.55,27
09/11/2023,Weekday,Staten Island,SIM10,SB,15,0.5,22
09/11/2023,Weekday,Staten Island,SIM10,SB,16,0.6,21
09/11/2023,Weekday,Staten Island,SIM10,SB,17,0.65,24
